,3G,3G Speed,Additional Content,Audio Formats,Audio Jack,Battery Capacity,Battery Type,Bluetooth Support,Bluetooth Version,Browse Type,Browser,Business Phone,Call Divert,Call Log Memory,Call Records,Call Timer,Call Wait/Hold,Color,Conference Call,Cost,Covered in Warranty,DLNA Support,Depth,Digital Zoom,Display Colors,Display Size,Display Type,Domestic Warranty,Dual Battery,Dual Camera Lens,EDGE,EDGE Features,Expandable Storage,FM Radio,FM Radio Recording,Flash,Frame Rate,Full HD Recording,GPRS,GPRS Features,GPS Support,GPU,Games,Graphics PPI,HD Game Support,HD Recording,Hands Free,Height,Hot SWAP Support,Hybrid Sim Slot,Image Editor,Imgsrc,Important Apps,In The Box,Infrared,Instant Message,Internal Storage,International Warranty,Internet Connectivity,JAVA Support,Java Application,Keypad,Keypad Type,Logs,MMS,Map Support,Memory Card Slot Type,Micro USB Port,Micro USB Version,Mini HDMI Port,Mini USB Port,Mini USB Version,Mobile Tracker,Model Name,Model Number,Music Player,NFC,Name,Network Type,Not Covered in Warranty,OTG Compatible,Operating Frequency,Operating System,Optical Zoom,Other Display Features,Other Features,Phone Book,Phone Book Memory,Pre-installed Browser,Predictive Text Input,Primary Camera,Primary Camera Available,Primary Camera Features,Primary Clock Speed,Processor Core,Processor Type,Quick Charging,RAM,Removable Battery,Resolution,Resolution Type,Ringtones Format,SIM Access,SIM Size,SIM Type,SMS,SMS Memory,Secondary Camera,Secondary Camera Available,Secondary Camera Features,Secondary Clock Speed,Sensors,Series,Smartphone,Social Networking Phone,Sound Enhancements,Speaker Phone,Speed Dialing,Supported Languages,Supported Memory Card Type,Supported Networks,TV Out,Talk Time,Total Memory,Touchscreen,Touchscreen Type,USB Connectivity,USB Tethering,Upgradable Operating System,User Interface,User Memory,Video Call Support,Video Formats,Video Recording,Video Recording Resolution,Voice Input,WAP,WAP Version,Warranty Service Type,Warranty Summary,Weight,Wi-Fi,Wi-Fi Hotspot,Wi-Fi Version,Width,flipkart_link,reviewlink
1326,Yes,,4GB RAM,MP3,,3500 mAh,,Yes,4.1,Smartphones,,,,Yes,,,,Black,,"14,499",,,8.45 mm,,,5 inch,,,,,Yes,,,No,,,120 fps and 240 fps fps,Yes,,,Yes,,,441 PPI,,Yes,,141.65 mm,,No,,https://rukminim1.flixcart.com/image/704/704/mobile/b/q/5/lenovo-z2-plus-na-original-imaepwywnybb9hny.jpeg?q=70,U-Health,"Handset, Travel Adapter, USB Type C Cable, Matte Black Stealth Case, Manual, SIM Ejector PIN",,,64 GB,,"4G, 3G, Wi-Fi, EDGE",,,,,,,Google Maps,,,,,,,,Z2 Plus,PA500018IN,,,"Lenovo Z2 Plus (Black, 64 GB)  (4 GB RAM)","4G VOLTE, 3G, 2G",,Yes,"GSM - 850, 900, 1800, 1900; WCDMA - 850, 900, 1900, 2100; 4G LTE (TDD) - Bands (38, 39, 40, 41), LTE (FDD) - Bands (1, 2, 3, 4, 5, 7, 8)",Android Marshmallow 6.0.1,,"LTPS LCD Display, 1000:1 Contrast Ratio, Brightness: 400 nits",U-Touch 2.0,Yes,,Android,,13MP,Yes,"1.34 micrometer Pixel ISOCEll Sensor, f2.2 Aperture, 5 Piece Lens, PDAF and CAF, 14-bit Spectra ISP, Slow Motion, Timelapse, Live Filters",2.15 GHz,Quad Core,Qualcomm Snapdragon 820 Quad Core 2.15GHz,,4 GB,No,1920 x 1080 pixels,Full HD,,,Nano SIM,Dual Sim,Yes,,8MP,Yes,"1.4 micrometer Large Sensor, f/2.0 Aperture, 5P Lens, 78.9Degree Wide Angle Selfie Lens, 14-bit Spectra ISP",,"Gyro Sensor, E-compass, Accelerometer, Light Sensor, Hall Sensor, Pedometer, Finger Print Sensor",,Yes,,,,,,,"4G LTE, 4G LTE",,,,Yes,,Yes,,,,,Yes,,Yes,3840 x 2160,,,,,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,149 g,Yes,,802.11 a/b/g/n/ac,68.88 mm,https://www.flipkart.com/lenovo-z2-plus-black-64-gb/p/itmeq859xqmxq4ua?pid=MOBEPSJ2B8MMHCHD&srno=s_27_9&otracker=search&lid=LSTMOBEPSJ2B8MMHCHDTCM9V2&fm=organic&iid=bbd0bde9-f6ea-41c8-ad85-92d164953642.MOBEPSJ2B8MMHCHD.SEARCH&qH=911c35cead2534b4,https://www.flipkart.com/lenovo-z2-plus-black-64-gb/product-reviews/itmeq859xqmxq4ua?pid=MOBEPSJ2B8MMHCHD
1327,Yes,,,,,3000 mAh,,Yes,4.0,Smartphones,,,,Yes,,,,Black,,"9,550",,,7.6 mm,,16.7M,5.2 inch,,,,,,,256 GB,Yes,,,,Yes,,,Yes,,,282 PPI,,Yes,,148.1 mm,,No,,https://rukminim1.flixcart.com/image/704/704/j7dnb0w0/mobile/m/w/u/oppo-a71-cph1717-original-imaexn3srcfzggra.jpeg?q=70,,"Headset, Earphones, Micro USB Cable, Charger, SIM Ejector Tool, Documentation, Case",,,16 GB,,"4G, 3G, Wi-Fi",,,,,,,Google Maps,Dedicated Slot,,,,,,,A71,CPH1717,,,"OPPO A71 (Black, 16 GB)  (3 GB RAM)","4G VOLTE, 3G, 2G",,No,"GSM: Band 2/3/5/8, WCDMA: Band 1/5/8, 4G FDD-LTE: Version 1 (Bands 1/3/5/8/38/40/41)",Android Nougat 7.1,,,,,,,,13MP,Yes,"F2.2, AF, Sensor size 1/3.06, 5p Lens",1.5 GHz,Octa Core,Mediatek MT6750 Octa Core 1.5 GHz,,3 GB,,1280 x 720 Pixels,HD,,,Nano SIM and Nano SIM,Dual Sim,Yes,,5MP,,"F2.4, FF, Sensor Size 1/4, 4p Lens",,"Proximity Sensor, Light Sensor, Accelerator Sensor, E-compass",,Yes,,,,,,microSD,"4G VoLTE, 4G LTE, WCDMA",,,,Yes,,,,,Color OS 3.1,,,,Yes,1920 x 1080 Pixels,,,,,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,137 g,Yes,Yes,2.4G:802.11b/g/n; 5G:802.11a/n,73.8 mm,https://www.flipkart.com/oppo-a71-black-16-gb/p/itmexhdznhc52wt7?pid=MOBEXHDSMGGGMMWU&srno=s_27_10&otracker=search&lid=LSTMOBEXHDSMGGGMMWUN3PQVD&fm=organic&iid=5ef927b9-ddfe-4a44-93f3-170274c60aa2.MOBEXHDSMGGGMMWU.SEARCH&qH=911c35cead2534b4,https://www.flipkart.com/oppo-a71-black-16-gb/product-reviews/itmexhdznhc52wt7?pid=MOBEXHDSMGGGMMWU
1328,Yes,,,MP3,3.5 mm,3050 mAh,Li-Ion,Yes,,Smartphones,,,,Yes,,,,White / Ivory White,,"5,499",,,8.9 mm,,,5 inch,,,,,Yes,,64 GB,Yes,,,,,Yes,,Yes,,,,,,,139.8 mm,,No,,https://rukminim1.flixcart.com/image/704/704/mobile/y/z/z/swipe-elite-plus-na-original-imaej98ycuyvyu3d.jpeg?q=70,"Freedom OS, SwipeBox (100 GB Cloud Storage), Swipe Beautify","Handset, Battery, User Manual, Warranty Card, Power Adapter, USB Cable",,,16 GB,,"4G, 3G, Wi-Fi, GPRS, EDGE, EDVO",,,,,,,Google Maps,Dedicated Slot,,,,,,,Elite Plus,,,,"Swipe Elite Plus (White / Ivory White, 16 GB)  (2 GB RAM)","4G, 3G, 2G",,Yes,"GSM - 900, 1800; WCDMA - 2100; 4G LTE - Band 3, Band 40; CDMA",Android Lollipop 5.0.2,,IPS Display,,Yes,Yes,Android,,13MP,Yes,Flash Support,1.5 GHz,Octa Core,Qualcomm Snapdragon 615 64-bit Octa Core 1.5GHz,,2 GB,No,1920 x 1080 Pixels,Full HD,,Dual Standby,Micro SIM,Dual Sim,Yes,Yes,8MP,Yes,,,"Proximity Sensor, Light Sensor, 3D G-Sensor, Accelerometer, Magnetic Sensor",,Yes,,,,,,MicroSD,"4G LTE, GSM",,,,Yes,Capacitive,Yes,Yes,,,,,"3GP, MP4, MPEG4",Yes,,,,,,Brand Warranty of 1 Year,,Yes,Yes,,69.6 mm,https://www.flipkart.com/swipe-elite-plus-white-ivory-white-16-gb/p/itmeuyd9yuubgpyw?pid=MOBEHHTCYGFJGYZZ&srno=s_27_11&otracker=search&lid=LSTMOBEHHTCYGFJGYZZZGJJDO&fm=organic&iid=6763880c-c344-4df3-a434-93326cfdcdce.MOBEHHTCYGFJGYZZ.SEARCH&qH=911c35cead2534b4,https://www.flipkart.com/swipe-elite-plus-white-ivory-white-16-gb/product-reviews/itmeuyd9yuubgpyw?pid=MOBEHHTCYGFJGYZZ
1329,Yes,,"mobile, charger, head phone, battery",MP3,,1700 mAh,,Yes,2,Smartphones,,Yes,Yes,,,Yes,Yes,Grey,Yes,"3,122",,Yes,,,,4.5 inch,GORILLA GLASS,,,,,,,Yes,Yes,,20 fps,Yes,Yes,,Yes,,,,,,Yes,,,,Yes,https://rukminim1.flixcart.com/image/704/704/j1cgdjk0/mobile/g/h/6/micromax-q346-q346-original-imaesxzxxh8gsmvy.jpeg?q=70,,"Handset, Charger, Headphone",,Yes,8 GB,,,,Yes,,,,,,,,,,,,Yes,Bolt Q346,Q346,,,"Micromax Bolt Q346 (Grey, 8 GB)  (1 GB RAM)","3G, 2G",,,,Android Lollipop 5.1,Yes,,,Yes,,,,5MP,Yes,,1.2 GHz,Quad Core,0 0 Quad Core 1.2GHz,,1 GB,Yes,800*1020 PIXELS,,,,,Dual Sim,Yes,,,Yes,,,,,Yes,Yes,,Yes,,,MicroSD,"GSM, GSM",,,,Yes,CAPACTIVE,Yes,,,,,Yes,,Yes,720*1280PIXELS,Yes,Yes,,,1 Year Manufacturer Warranty,,Yes,Yes,,,https://www.flipkart.com/micromax-bolt-q346-grey-8-gb/p/itmehyhnhkfvghyu?pid=MOBEHYHNEHZZKGH6&srno=s_27_12&otracker=search&lid=LSTMOBEHYHNEHZZKGH6ISVWMF&fm=organic&iid=5e363e34-dc3d-4704-8b57-00b8f5ab5425.MOBEHYHNEHZZKGH6.SEARCH&qH=911c35cead2534b4,https://www.flipkart.com/micromax-bolt-q346-grey-8-gb/product-reviews/itmehyhnhkfvghyu?pid=MOBEHYHNEHZZKGH6
1330,Yes,,,MP3,3.5 mm,3050 mAh,Li-Ion,Yes,,Smartphones,,,,Yes,,,,"MidnightBlue,Blue",,"5,499",,,8.9 mm,,,5 inch,,,,,Yes,,64 GB,Yes,,,,,Yes,,Yes,,,,,,,139.8 mm,,No,,https://rukminim1.flixcart.com/image/704/704/mobile/f/h/b/swipe-elite-plus-na-original-imaej98hgnesc3k2.jpeg?q=70,"Freedom OS, SwipeBox (100 GB Cloud Storage), Swipe Beautify","Handset, Battery, User Manual, Warranty Card, Power Adapter, USB Cable",,,16 GB,,"4G, 3G, Wi-Fi, GPRS, EDGE, EDVO",,,,,,,Google Maps,Dedicated Slot,,,,,,,Elite Plus,,,,"Swipe Elite Plus (MidnightBlue,Blue, 16 GB)  (2 GB RAM)","4G, 3G, 2G",,Yes,"GSM - 900, 1800; WCDMA - 2100; 4G LTE - Band 3, Band 40; CDMA",Android Lollipop 5.0.2,,IPS Display,,Yes,Yes,Android,,13MP,Yes,Flash Support,1.5 GHz,Octa Core,Qualcomm Snapdragon 615 Octa Core 1.5GHz,,2 GB,No,1920 x 1080 Pixels,Full HD,,Dual Standby,Micro SIM,Dual Sim,Yes,Yes,8MP,Yes,,,"Proximity Sensor, Light Sensor, 3D G-Sensor, Accelerometer, Magnetic Sensor",,Yes,,,,,,MicroSD,"4G LTE, GSM",,,,Yes,Capacitive,Yes,Yes,,,,,"3GP, MP4, MPEG4",Yes,,,,,,Brand Warranty of 1 Year,,Yes,Yes,,69.6 mm,https://www.flipkart.com/swipe-elite-plus-midnightblue-blue-16-gb/p/itmeuyd9yuubgpyw?pid=MOBEHHTCY2Y6XFHB&srno=s_27_13&otracker=search&lid=LSTMOBEHHTCY2Y6XFHBPDDVIY&fm=organic&iid=f2e65f6c-0f06-4b94-8ea0-c3a6e4794bb3.MOBEHHTCY2Y6XFHB.SEARCH&qH=911c35cead2534b4,https://www.flipkart.com/swipe-elite-plus-midnightblue-blue-16-gb/product-reviews/itmeuyd9yuubgpyw?pid=MOBEHHTCY2Y6XFHB
1331,,,,,3.5 mm,1500 mAh,Lithium Ion,Yes,,Smartphones,,,,,,,,Midnight Blue,,"2,990",,,,,,4 inch,,,,,,,32 GB,,,,,,,,,,,,,,,,,No,,https://rukminim1.flixcart.com/image/704/704/j7jd2fk0/mobile/j/p/s/karbonn-a1-indian-4g-with-volte-a1-indian-4g-with-volte-original-imaexkkjxzkh2wht.jpeg?q=70,,"Handset, Back Cover, Charger, Earphone, Battery, Warranty Card",,,8 GB,,,,,,,,,,Dedicated Slot,,,,,,,A1 INDIAN 4G with VoLTE,A1 INDIAN 4G with VoLTE,,,"Karbonn A1 INDIAN 4G with VoLTE (Midnight Blue, 8 GB)  (1 GB RAM)","4G VOLTE, 3G, 2G",Physical Damage,No,,Android Nougat 7.0,,,,,,,,3.2MP,Yes,,1.1 GHz,Quad Core,,,1 GB,Yes,800 x 480 Pixels,,,,Micro SIM,Dual Sim,,,2MP,Yes,,,,,Yes,Yes,,,,22 Indian Languages Support,,"4G VoLTE, GSM",,,,Yes,,,,,,,,,,,,,,Customer has to visit Karbonn Authorize service centre in case of any issue,1 Year on Handset and 6 Months on Accessories,116 g,,Yes,,,https://www.flipkart.com/karbonn-a1-indian-4g-volte-midnight-blue-8-gb/p/itmexrdafmxzfhrc?pid=MOBEXRDAG4CKPJPS&srno=s_27_14&otracker=search&lid=LSTMOBEXRDAG4CKPJPS0CFKDK&fm=organic&iid=90ebb3df-aba3-431a-a047-ffb5778fbf59.MOBEXRDAG4CKPJPS.SEARCH&qH=911c35cead2534b4,https://www.flipkart.com/karbonn-a1-indian-4g-volte-midnight-blue-8-gb/product-reviews/itmexrdafmxzfhrc?pid=MOBEXRDAG4CKPJPS
1332,,,,,,3000 mAh,,,,Smartphones,,,,,,,,Champange Gold,,"4,499",,,,,,5 inch,,,,,,,,,,,,,,,,,,,,,,,,Yes,,https://rukminim1.flixcart.com/image/704/704/jd1z9u80/mobile/y/g/z/ivoomi-me1-me1-original-imaf2yjj8jpjzyn4.jpeg?q=70,,"Handset, Earphone, Battery, Charger, Data Cable, Adaptor, User Manual, Warranty Card",,,16 GB,,,,,,,,,,Hybrid Slot,,,,,,,Me1+,Me1+,,,"iVoomi Me1+ (Champange Gold, 16 GB)  (2 GB RAM)","4G VOLTE, 3G, 2G",,No,,Android Marshmallow 6,,,,,,,,8MP,,,1.2 GHz,Quad Core,,,2 GB,,720 x 1280$$Pixels,,,,,Dual Sim,,,,,,,,,,,,,,,,"4G VoLTE, GSM",,,,Yes,,,,,,,,,,,,,,,1 Year Manufacturer Warranty,,,,,,https://www.flipkart.com/ivoomi-me1-champange-gold-16-gb/p/itmff5mh46vwcpuv?pid=MOBF2YJHPQAZJYGZ&srno=s_27_15&otracker=search&lid=LSTMOBF2YJHPQAZJYGZYRZXH6&fm=organic&iid=edf21f77-fe51-4c26-9d8f-5bf7d812c364.MOBF2YJHPQAZJYGZ.SEARCH&qH=911c35cead2534b4,https://www.flipkart.com/ivoomi-me1-champange-gold-16-gb/product-reviews/itmff5mh46vwcpuv?pid=MOBF2YJHPQAZJYGZ
1333,,,,,,320 mAh,,Yes,,Feature Phones,,Yes,Yes,,,,,Black,,"1,689",,,,,,1 inch,,,,,,,,,,,,,,,,,,,,,,,,No,,https://rukminim1.flixcart.com/image/704/704/mobile/b/r/v/fox-mini-1-mini-1-original-imaer7nnpdwnn8b3.jpeg?q=70,,"Handset, Charging Cable, User Manual, Warranty Card",,,32 MB,,,,,Yes,,,,,,Yes,,,,,,Mini 1,Mini 1,,,Fox Mini 1  (Black),2G,,No,"GSM - 900, 1800, 850, 1900",,,,,Yes,,,,,,,,,,,32 MB,,128 x 64 Pixels,,,,Micro SIM,Single Sim,Yes,,,,,,,CleverPhone,No,,,Yes,,English,,GSM,,,,No,,Yes,,,,,,,,,,,,1 Year Fox Seal of Trust Replacement Warranty,1 Year Fox Seal of Trust Replacement Warranty,,,,,,https://www.flipkart.com/fox-mini-1/p/itmergpftdavmeyz?pid=MOBERGPFHHGJYBRV&srno=s_27_16&otracker=search&lid=LSTMOBERGPFHHGJYBRVZIZCMR&fm=organic&iid=bc1b6f7f-c143-4941-b3d9-4058dbb1f8b4.MOBERGPFHHGJYBRV.SEARCH&qH=911c35cead2534b4,
1334,,,,,,1050 mAh,,,,Feature Phones,,,,,,,Yes,White,,679,,,,,,1.7 inch,TFT,1 Year,,,,,,,,,,,,,,,,,,,,,,,,https://rukminim1.flixcart.com/image/704/704/mobile/y/v/z/callbar-m-b-310e-original-imaeenmcahkmmzhr.jpeg?q=70,,"Mobile, headset, charger, tempered glass, back cover",,,250 MB,,,,,,,,,,,,,,,,No,M-B,310E,,,Callbar M-B  (White),2G,,,,,,,,,,,,,,,1 MHz,,,,512 MB,,320*480,QVGA,,,,Dual Sim,,,,,,,,,,,,,,,,"GSM, GSM",,,,No,,,,,,,,,,,,,,,2 Months Replacement Warranty,,,,,,https://www.flipkart.com/callbar-m-b/p/itmeepmcbp6zhaxx?pid=MOBEEPMCCR3FGYVZ&srno=s_27_17&otracker=search&lid=LSTMOBEEPMCCR3FGYVZPBLZWX&fm=organic&iid=fc3f5ab9-d4f5-4845-b85d-554216c1cf67.MOBEEPMCCR3FGYVZ.SEARCH&qH=911c35cead2534b4,https://www.flipkart.com/callbar-m-b/product-reviews/itmeepmcbp6zhaxx?pid=MOBEEPMCCR3FGYVZ
1335,,HSPA+,,,,3520 mAh,,Yes,5,Smartphones,,,,,,,,Black & White,,"70,999",,,7.9 mm,,16.77 M,6 inch,pOLED,,,,Yes,,,,,,"Rear Camera: 1080p at 30fps, 60fps, 120fps, 720p at 30fps, 60fps, 240fps, 4K at 30fps, Front Camera: 1080p at 30fps, 720p at 30fps, 480p at 30 fps",Yes,,,Yes,Adreno 540,,538 PPI,,Yes,,157.9 mm,,No,,https://rukminim1.flixcart.com/image/704/704/j8esr680/mobile/h/j/5/google-pixel-2-xl-na-original-imaeyfuhp5wffpht.jpeg?q=70,,"Handset, USB Type-C 18W Adapter with USB-PD, C-C Cable (USB 2.0), SIM Tool, Quick Switch Adapter, 3.5 mm to USB-C Earbud Adapter",,,128 GB,,"4G, 3G, EDGE",,,,,,,Google Maps,,,,,,,,Pixel 2 XL,GA00138-IN,,Yes,"Google Pixel 2 XL (Black & White, 128 GB)  (4 GB RAM)","4G VOLTE, 4G, 3G",,Yes,"GSM/EDGE: Quad-band (850, 900, 1800, 1900 MHz), UMTS/HSPA+/HSDPA: Bands (1/2/4/5/8), CDMA EVDO Rev A: BC0/BC1/BC10, 4G FDD-LTE: Bands (1/2/3/4/5/7/8/12/13/17/20/25/26/28/29/30/32/66), 4G TD-LTE: Bands (38/40/41)",Android Oreo 8.0.1,,"Fullscreen Display, Aspect Ratio: 18:9, 3D Corning Gorilla Glass 5, Always-on Display, 100% DCI-P3 Coverage, 100000:1 Super Contrast Ratio, True Black Level, Full 24-bits Depth or 16.77 Million Colors","Aluminum Unibody with Hybrid Coating, IP67 Water and Dust Resistant, Security Module Processor, Charging: USB Type-C 18W Adapter with USB-PD 2.0, 18W Charging, Ports and Slots: USB Type-C, USB 3.1 Gen 1, Connectivity: eSIM, Google Cast, Supports Upto CAT 15 (800 Mbps DL / 75 Mbps UL), 3x DL CA, 4x4 MIMO, 256-QAM DL and 64-QAM UL Depending on Carrier Support, Hearing Aid Compatibility, Daydream Ready",,,,,12.2MP,Yes,"1.4 micrometer, Autofocus with Laser + Dual Pixel Phase Detection, Optical + Electronic Image Stabilization, f/1.8 Aperture",2.35 GHz,Octa Core,Qualcomm Snapdragon 835 64-bit Octa Core,,4 GB,,2880 x 1440 Pixels,QHD+,,,Nano SIM,Single Sim,Yes,,8MP,Yes,"1.4 micrometer, f/2.4 Aperture, Fixed Focus",1.9 GHz,"Active Edge, Proximity / Ambient Light Sensor, Accelerometer / Gyrometer, Magnetometer, Pixel Imprint - Back-mounted Fingerprint Sensor for Fast Unlocking, Barometer, Hall Effect Sensor, Android Sensor Hub, Advanced X-axis Haptics for Sharper / Defined Response",,Yes,,"Stereo Front-firing Speakers, 3 Mics, Noise Suppression",,,,,"4G VoLTE, 4G LTE, UMTS, WCDMA",,,,Yes,,Yes,,,,,,,Yes,3840 x 2160 Pixels,,,,,Brand Warranty of 2 Years,175 g,Yes,,802.11 a/b/g/n/ac (2x2 MIMO) 2.4 GHz + 5 GHz,76.7 mm,https://www.flipkart.com/google-pixel-2-xl-black-white-128-gb/p/itmfykvdgwhab7by?pid=MOBEYEQG47UDDUNP&srno=s_27_18&otracker=search&lid=LSTMOBEYEQG47UDDUNPQAG9DR&fm=organic&iid=dc6f5632-0768-4526-8804-f51971088a25.MOBEYEQG47UDDUNP.SEARCH&qH=911c35cead2534b4,https://www.flipkart.com/google-pixel-2-xl-black-white-128-gb/product-reviews/itmfykvdgwhab7by?pid=MOBEYEQG47UDDUNP
1336,,,no,,,850 mAh,,,,Feature Phones,,,,,,,,Red & Black,,475,,,,,,1.8 inch,,,,,,,,,,,,,,,,,,,,,,,,No,,https://rukminim1.flixcart.com/image/704/704/j727s7k0/mobile/9/p/g/peace-p3-p3-original-imaexfx6aht7bhbw.jpeg?q=70,,"Handset, Headset, Charger",,,64 MB,,,,,,,,,,Dedicated Slot,,,,,,,P3,P3,,,Peace P3  (Red & Black),2G,,No,,,,,,,,,,0.3MP,,,1 MHz,,,,32 MB,,176 x 220 Pixels,,,,,Dual Sim,,,,,,,,,,,,,,,,"GSM, GSM",,,,No,,,,,,,,,,,,,,,1 Year,,,,,,https://www.flipkart.com/peace-p3/p/itmexdzx6uwbgfye?pid=MOBEXFXJZRXTD9PG&srno=s_27_19&otracker=search&lid=LSTMOBEXFXJZRXTD9PGGSYLPQ&fm=organic&iid=73fbdc02-481f-4f16-8bbf-eacb06258d21.MOBEXFXJZRXTD9PG.SEARCH&qH=911c35cead2534b4,https://www.flipkart.com/peace-p3/product-reviews/itmexdzx6uwbgfye?pid=MOBEXFXJZRXTD9PG
1337,,,no,,,3000 mAh,,,,Feature Phones,,,,,,,,Black,,"1,452",,,,,,2.4 inch,,,,,,,,,,,,,,,,,,,,,,,,No,,https://rukminim1.flixcart.com/image/704/704/mobile/q/f/n/micromax-x777-x777-original-imaehmsstyfj9z4k.jpeg?q=70,,"Handset, Battery, Charger, Hands-free, USB Cable",,,,,,,,,,,,,Dedicated Slot,,,,,,,X777,X777,,,Micromax X777  (Black),2G,,Yes,,,,,,,,,,0.03MP,,,,,,,,,320 x 480 Pixels,,,,,Dual Sim,,,,,,,,,,,,,,,,"GSM, GSM",,,,No,,,,,,,,,,,,,,,1 Year Manufacturer Warranty,,,,,,https://www.flipkart.com/micromax-x777/p/itmemgstg3hxrg2t?pid=MOBEMGSTGZGZXQFN&srno=s_27_20&otracker=search&lid=LSTMOBEMGSTGZGZXQFNJU76DQ&fm=organic&iid=145e6929-d317-4223-b2c7-386b5dfbb5a2.MOBEMGSTGZGZXQFN.SEARCH&qH=911c35cead2534b4,https://www.flipkart.com/micromax-x777/product-reviews/itmemgstg3hxrg2t?pid=MOBEMGSTGZGZXQFN
1338,Yes,,,MP3,3.5 mm,1500 mAh,Li-ion,Yes,,Smartphones,,,,,,,,Black,,"2,999",,,10.1 mm,,,4 inch,,,,,,,32 GB,,Yes,,,,,,,,,,,,,,,No,,https://rukminim1.flixcart.com/image/704/704/ja1dt3k0/mobile/z/p/z/karbonn-a1-indian-4g-with-volte-a1-indian-4g-with-volte-original-imaezggkzwfq2tff.jpeg?q=70,,"Handset, Charger, Earphone, Battery, Warranty Card",,,8 GB,,,,,No,,,Yes,,Dedicated Slot,,,,,,,A1 INDIAN 4G with VoLTE,A1 INDIAN 4G with VoLTE,Yes,,"Karbonn A1 INDIAN 4G with VoLTE (Black, 8 GB)  (1 GB RAM)","4G VOLTE, 3G, 2G",Physical Damage,No,,Android Nougat 7.0,,,,Yes,,,,3.2MP,Yes,,1.1 GHz,Quad Core,,,1 GB,No,480 x 800 Pixels,WVGA,,,,Dual Sim,Yes,,2MP,Yes,,,,,Yes,Yes,,Yes,,Multi Languages Support,,"4G VoLTE, GSM",,8 hrs,,Yes,,Yes,,,,,,,,,,,,Customer has to visit Karbonn Authorize service centre in case of any issue.,1 Year on Handset and 6 Months on Accessories,116 g,Yes,,,,https://www.flipkart.com/karbonn-a1-indian-4g-volte-black-8-gb/p/itmexrdafmxzfhrc?pid=MOBEZP5GUHQZBZPZ&srno=s_27_21&otracker=search&lid=LSTMOBEZP5GUHQZBZPZLS58Q0&fm=organic&iid=0b892802-4c27-4e7f-af11-fc2a0a62af84.MOBEZP5GUHQZBZPZ.SEARCH&qH=911c35cead2534b4,https://www.flipkart.com/karbonn-a1-indian-4g-volte-black-8-gb/product-reviews/itmexrdafmxzfhrc?pid=MOBEZP5GUHQZBZPZ
1339,,,,,,400 mAh,Li-Ion,,,Feature Phones,,,,,,,,Silver,,899,,,,,,1.44 inch,LCD,,,,,,,Yes,,,,,,,,,,,,,,,,No,,https://rukminim1.flixcart.com/image/704/704/mobile/h/m/j/kechaoda-k116-k116-original-imaeqeyvwaqzfahd.jpeg?q=70,,"Handset, Charger",,,32 GB,,,,,Yes,Alphanumeric,,,,Dedicated Slot,,,,,,,K116,K116,,,Kechaoda K116  (Silver),2G,warranty supports only on software not on hardware.,No,,,,,It can be Auto configure with your Smartphone and your calling and incoming call can be Automatically shift on this Phone so that you can use this Phone for caling and use other feature of your Smartphone on that even while on call,,,,,,,,,,0 0 0 0 Processor,,256 MB,No,320 x 480 Pixels,,,,Micro SIM,Single Sim,,,,,,,,,,,,,,,,GSM,,,,No,,Yes,,,,,,,,,,,,"On-site Service. Customer needs to call the nearby Authorized Service Center, service engineer will come to the site to get the product repaired or inspected.",2 year warranty,,,,,,https://www.flipkart.com/kechaoda-k116/p/itmevt7z5thgxzen?pid=MOBEQKABXDG5WHMJ&srno=s_27_22&otracker=search&lid=LSTMOBEQKABXDG5WHMJKXSFHW&fm=organic&iid=a69d3819-8241-4ef1-9f8e-d272105bf125.MOBEQKABXDG5WHMJ.SEARCH&qH=911c35cead2534b4,https://www.flipkart.com/kechaoda-k116/product-reviews/itmevt7z5thgxzen?pid=MOBEQKABXDG5WHMJ
1340,,,,,3.5 mm,3000 mAh,Li-ion,,,Feature Phones,WAP,,,,,,,Champagne & Black,,"1,199",Manufacturer Warranty,,,,,2.4 inch,,1 Year,No,,,,16 GB,Yes,Yes,,,,,,,,,,,,,,,No,,https://rukminim1.flixcart.com/image/704/704/j80icnk0/mobile/u/t/e/karbonn-k451-power-k451-power-original-imaeyyanmazqfanh.jpeg?q=70,,"Handset, Battery, Charger, Earphone",,,32 MB,,,,,Yes,Alphanumeric,,,,Dedicated Slot,,,,,,,K451 Power,K451 Power,,,Karbonn K451 Power  (Champagne & Black),2G,Damage,No,,,,,,Yes,,,,0.3MP,,,,,,,32 MB,Yes,240 x 320$$Pixels,,,,,Dual Sim,,,,,,,,,No,,,,,,Micro SD,"GSM, GSM",,,,No,,,,,,,,,,,,,,Repair,1 Year,,,,,,https://www.flipkart.com/karbonn-k451-power/p/itmemav3qgrphmrg?pid=MOBEYYBZVJFR4UTE&srno=s_27_23&otracker=search&lid=LSTMOBEYYBZVJFR4UTEJT8WLP&fm=organic&iid=e813e7c9-d46c-4eec-9526-612842d725b6.MOBEYYBZVJFR4UTE.SEARCH&qH=911c35cead2534b4,https://www.flipkart.com/karbonn-k451-power/product-reviews/itmemav3qgrphmrg?pid=MOBEYYBZVJFR4UTE
